date,season,totalRainMM,totalPrecipMM
2017-01-10,winter,10.0,16.1
2017-01-11,winter,10.2,9.4
2017-01-12,winter,2.2,3.05
2017-01-13,winter,0.0,0.1
2017-01-14,winter,0.0,0.0
2017-01-15,winter,0.0,0.0
2017-01-16,winter,7.2,3.85
2017-01-17,winter,10.4,11.8
2017-01-18,winter,0.2,0.25
2017-01-19,winter,0.0,0.0
2017-01-20,winter,1.8,1.8
2017-01-21,winter,0.0,0.0
2017-01-22,winter,,0.0
2017-01-23,winter,0.2,0.30000000000000004
2017-01-24,winter,0.2,0.1
2017-01-25,winter,1.2,0.95
2017-01-26,winter,1.0,1.45
2017-01-27,winter,0.0,1.4500000000000002
2017-01-28,winter,0.0,2.25
2017-01-29,winter,0.0,0.30000000000000004
2017-01-30,winter,0.0,0.7
2017-01-31,winter,0.0,4.4
2017-02-01,winter,0.0,0.45
2017-02-02,winter,0.0,0.2
2017-02-03,winter,0.0,0.0
2017-02-04,winter,0.0,0.30000000000000004
2017-02-05,winter,0.0,1.55
2017-02-06,winter,0.0,0.0
2017-02-07,winter,17.0,17.2
2017-02-08,winter,0.0,0.45
2017-02-09,winter,0.0,1.2
2017-02-10,winter,0.0,1.3
2017-02-11,winter,1.0,0.5
2017-02-12,winter,8.0,10.05
2017-02-13,winter,0.0,0.2
2017-02-14,winter,0.0,0.8
2017-02-15,winter,0.0,2.9000000000000004
2017-02-16,winter,0.0,0.8500000000000001
2017-02-17,winter,0.0,0.0
2017-02-18,winter,0.0,0.0
2017-02-19,winter,0.0,0.0
2017-02-20,winter,0.0,0.0
2017-02-21,winter,2.6,1.3
2017-02-22,winter,0.0,0.0
2017-02-23,winter,2.0,1.0
2017-02-24,winter,17.4,16.049999999999994
2017-02-25,winter,,5.6
2017-02-26,winter,0.0,0.0
2017-02-27,winter,0.0,0.0
2017-02-28,winter,36.0,25.1
2017-03-01,spring,2.6,10.25
2017-03-02,spring,0.0,2.0
2017-03-03,spring,0.0,2.95
2017-03-04,spring,0.0,0.0
2017-03-05,spring,0.0,0.0
2017-03-06,spring,10.2,6.4
2017-03-07,spring,1.0,4.1
2017-03-08,spring,0.0,0.0
2017-03-09,spring,0.0,0.0
2017-03-10,spring,0.0,2.15
2017-03-11,spring,0.0,1.25
2017-03-12,spring,0.0,0.0
2017-03-13,spring,0.0,3.5
2017-03-14,spring,0.0,0.1
2017-03-15,spring,0.0,1.1
2017-03-16,spring,0.0,0.2
2017-03-17,spring,0.0,1.1
2017-03-18,spring,0.0,0.2
2017-03-19,spring,0.0,0.3
2017-03-20,spring,0.0,0.25
2017-03-21,spring,0.0,0.0
2017-03-22,spring,0.0,0.0
2017-03-23,spring,1.2,0.6
2017-03-24,spring,4.0,2.35
2017-03-25,spring,0.6,7.6
2017-03-26,spring,8.0,6.05
2017-03-27,spring,0.2,0.2
2017-03-28,spring,0.0,0.0
2017-03-29,spring,0.0,0.0
2017-03-30,spring,29.7,29.25
2017-03-31,spring,1.0,1.2
2017-04-01,spring,0.0,0.0
2017-04-02,spring,,0.0
2017-04-03,spring,5.0,3.15
2017-04-04,spring,5.0,7.4
2017-04-05,spring,4.8,3.35
2017-04-06,spring,18.0,20.7
2017-04-07,spring,0.0,0.6
2017-04-08,spring,0.0,0.0
2017-04-09,spring,0.0,0.0
2017-04-10,spring,10.6,8.55
2017-04-11,spring,1.6,2.2
2017-04-12,spring,,0.2
2017-04-13,spring,0.0,0.0
2017-04-14,spring,0.4,0.2
2017-04-15,spring,,3.1
2017-04-16,spring,,0.0
2017-04-17,spring,,0.0
2017-04-18,spring,,0.0
2017-04-19,spring,,0.4
2017-04-20,spring,,43.8
2017-04-21,spring,,0.3
2017-04-22,spring,,0.0
2017-04-23,spring,,0.0
2017-04-24,spring,,0.0
2017-04-25,spring,,4.1
2017-04-26,spring,,0.0
2017-04-27,spring,,2.9
2017-04-28,spring,,0.0
2017-04-29,spring,,0.0
2017-04-30,spring,,15.7
2017-05-01,spring,,7.9
2017-05-02,spring,,2.8
2017-05-03,spring,,0.2
2017-05-04,spring,,26.9
2017-05-05,spring,,20.0
2017-05-06,spring,,2.3
2017-05-07,spring,,0.0
2017-05-08,spring,,0.2
2017-05-09,spring,,0.0
2017-05-10,spring,,0.0
2017-05-11,spring,,1.3
2017-05-12,spring,,0.0
2017-05-13,spring,,3.0
2017-05-14,spring,,0.2
2017-05-15,spring,,0.0
2017-05-16,spring,,3.8
2017-05-17,spring,,0.0
2017-05-18,spring,,1.0
2017-05-19,spring,,0.0
2017-05-20,spring,,0.0
2017-05-21,spring,,31.4
2017-05-22,spring,,0.0
2017-05-23,spring,,0.0
2017-05-24,spring,,1.9
2017-05-25,spring,,19.8
2017-05-26,spring,,0.2
2017-05-27,spring,,0.0
2017-05-28,spring,,0.7
2017-05-29,spring,,9.8
2017-05-30,spring,,
2017-05-31,spring,,0.0
2017-06-01,summer,,0.0
2017-06-02,summer,,0.0
2017-06-03,summer,,0.0
2017-06-04,summer,,12.2
2017-06-05,summer,,0.0
2017-06-06,summer,,0.5
2017-06-07,summer,,0.0
2017-06-08,summer,,0.0
2017-06-09,summer,,0.0
2017-06-10,summer,,0.0
2017-06-11,summer,,0.0
2017-06-12,summer,,0.0
2017-06-13,summer,,0.0
2017-06-14,summer,,0.0
2017-06-15,summer,,0.0
2017-06-16,summer,,0.0
2017-06-17,summer,,4.1
2017-06-18,summer,,4.8
2017-06-19,summer,,1.7
2017-06-20,summer,,3.3
2017-06-21,summer,,0.0
2017-06-22,summer,,8.7
2017-06-23,summer,,11.8
2017-06-24,summer,,1.6
2017-06-25,summer,,5.7
2017-06-26,summer,,9.3
2017-06-27,summer,,0.3
2017-06-28,summer,,0.0
